ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
0502;Bozsok;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;39;
1473;Rakamaz;Nyíregyházi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;32;
0407;Ócsa;Gyáli;Pest;Pest;Közép-Magyarország;35;
0426;Mezőtúr;Mezőtúri;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;33;
3076;Oroszlány;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;33;
1790;Hegyeshalom;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
0896;Őcsény;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;30;
0897;Sajósenye;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
3249;Kondó;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
1794;Nagyatád;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;37;
2681;Vecsés;Vecsési;Pest;Pest;Közép-Magyarország;42;
2533;Rábapatona;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
1383;Mezőcsát;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
1419;Nagyváty;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;20;
1452;Heves;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;29;
1348;Erdőkertes;Gödöllői;Pest;Pest;Közép-Magyarország;45;
1460;Lápafő;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;32;
1377;Sáska;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;35;
0661;Börcs;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;36;
0667;Ajka;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;35;
0671;Nádasd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;36;
0685;Törökbálint;Érdi;Pest;Pest;Közép-Magyarország;40;
0692;Bekecs;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
0694;Szokolya;Szobi;Pest;Pest;Közép-Magyarország;33;
0705;Öreglak;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;25;
0711;Balatonföldvár;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;62;
3305;Zics;Tabi;Somogy;Dél-Dunántúl;Dunántúl;30;
3306;Ibafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;31;
3307;Tarhos;Békési;Békés;Dél-Alföld;Alföld és Észak;31;
3308;Gordisa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;34;
3311;Csomád;Dunakeszi;Pest;Pest;Közép-Magyarország;47;
3320;Kisecset;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;34;
3322;Márokpapi;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;18;
3328;Zalaszántó;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;35;
3329;Hunya;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;36;
3330;Bódvarákó;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;8;
2557;Cserépváralja;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;23;
2589;Monostorpályi;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;31;
2591;Kisújszállás;Karcagi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;31;
2652;Nóráp;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;43;
2584;Rigács;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;28;
2677;Csánig;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;41;
0522;Kisnémedi;Váci;Pest;Pest;Közép-Magyarország;37;
0530;Bőcs;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;21;
0532;Herencsény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;19;
0537;Csanádpalota;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;27;
0538;Sümegprága;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;37;
0539;Pusztaföldvár;Orosházi;Békés;Dél-Alföld;Alföld és Észak;24;
0541;Magyarmecske;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;27;
2870;Szabadbattyán;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;31;
2916;Páka;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;28;
2863;Teresztenye;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;26;
2864;Úri;Nagykátai;Pest;Pest;Közép-Magyarország;36;
2902;Kunfehértó;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;38;
2880;Nyírbogdány;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
2146;Tóalmás;Nagykátai;Pest;Pest;Közép-Magyarország;42;
2280;Csömör;Gödöllői;Pest;Pest;Közép-Magyarország;45;
0749;Tószeg;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;32;
2401;Diósd;Érdi;Pest;Pest;Közép-Magyarország;47;
3055;Környe;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;31;
1525;Lábatlan;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;34;
0237;Rád;Váci;Pest;Pest;Közép-Magyarország;36;
3205;Zalaegerszeg;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;40;
2715;Nagyhalász;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
1234;Csengőd;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;28;
1226;Székkutas;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;29;
1218;Pátroha;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;27;
1192;Újtikos;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;36;
1254;Abaliget;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;33;
1236;Pálháza;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;32;
0776;Kánó;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;17;
0781;Kisbodak;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;45;
0783;Derekegyház;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;39;
0784;Jánkmajtis;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;30;
2291;Dág;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;25;
2292;Jászágó;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;32;
2294;Zalaszabar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;31;
2295;Korlát;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;19;
2296;Kacorlak;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;34;
2297;Lippó;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;28;
2299;Eperjes;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;28;
2300;Kisszőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;24;
2301;Ukk;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;28;
3377;Gyüre;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;26;
0853;Szany;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;33;
0787;Szigetcsép;Ráckevei;Pest;Pest;Közép-Magyarország;35;
0791;Nemesdéd;Marcali;Somogy;Dél-Dunántúl;Dunántúl;27;
3393;Hobol;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;33;
3394;Eplény;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;34;
3401;Folyás;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;33;
2887;Kishuta;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
3439;Monorierdő;Monori;Pest;Pest;Közép-Magyarország;24;
3440;Zákányfalu;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;28;
0603;Felsőpakony;Gyáli;Pest;Pest;Közép-Magyarország;40;
1618;Aszód;Aszódi;Pest;Pest;Közép-Magyarország;37;
0478;Mosonmagyaróvár;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;43;
0374;Gagyvendégi;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;15;
1726;Ráckeve;Ráckevei;Pest;Pest;Közép-Magyarország;37;
1314;Jéke;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;32;
2603;Kékkút;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;96;
0646;Füzérkajata;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
0648;Nagyecsed;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;27;
0650;Átány;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;22;
0651;Kismányok;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;28;
0899;Túrricse;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
0901;Monaj;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;20;
0905;Tarnaszentmária;Egri;Heves;Észak-Magyarország;Alföld és Észak;28;
0912;Farmos;Nagykátai;Pest;Pest;Közép-Magyarország;34;
0914;Lórév;Ráckevei;Pest;Pest;Közép-Magyarország;39;
0919;Vásárosmiske;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;35;
0923;Nyírgyulaj;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;34;
1227;Nyírmada;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
1244;Abádszalók;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;37;
1219;Romhány;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;26;
1263;Kisapostag;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;46;
1315;Cece;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;31;
1272;Csehimindszent;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;28;
1291;Vonyarcvashegy;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;60;
3364;Csém;Komáromi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;34;
3362;Fülöpjakab;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;16;
3363;Bugacpusztaháza;Kiskunfélegyházi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;25;
3399;Farád;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;38;
3400;Berekfürdő;Karcagi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;48;
1054;Kémes;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;33;
1079;Fülesd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;31;
1088;Lispeszentadorján;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;26;
1115;Gór;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;41;
1062;Bükkszenterzsébet;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;21;
1072;Edelény;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
1610;Mesztegnyő;Marcali;Somogy;Dél-Dunántúl;Dunántúl;26;
1687;Hugyag;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;15;
1688;Horvátzsidány;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;35;
1681;Szedres;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;33;
1645;Nagyvejke;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;34;
1673;Tarany;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;28;
2802;Villány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;38;
2754;Tiszaszentmárton;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;29;
2764;Álmosd;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;30;
2702;Kisharsány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;34;
2724;Kisbágyon;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;27;
2740;Egyházaskozár;Komlói;Baranya;Dél-Dunántúl;Dunántúl;27;
2710;Vasmegyer;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;22;
2790;Magyarbánhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;39;
2350;Piskó;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;14;
2352;Tiszalök;Tiszavasvári;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;32;
2354;Magyarlukafa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;27;
2355;Nagyacsád;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;35;
1037;Tornakápolna;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;25;
0946;Jánoshalma;Jánoshalmai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;30;
0977;Csór;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;53;
1038;Bejcgyertyános;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;34;
0970;Gömörszőlős;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;7;
1029;Gárdony;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;44;
0940;Tápióság;Nagykátai;Pest;Pest;Közép-Magyarország;35;
0955;Tomajmonostora;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;35;
0964;Vörs;Marcali;Somogy;Dél-Dunántúl;Dunántúl;31;
1417;Bánd;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;42;
1365;Balassagyarmat;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;29;
1427;Káptalanfa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;27;
1338;Domaszék;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;22;
1358;Felsőcsatár;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;44;
1359;Bükkábrány;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
1195;Dinnyeberki;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;49;
1196;Bátya;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;37;
0981;Kisgörbő;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;34;
0950;Vid;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;28;
0951;Gádoros;Orosházi;Békés;Dél-Alföld;Alföld és Észak;35;
0975;Kisszekeres;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;32;
1015;Torvaj;Tabi;Somogy;Dél-Dunántúl;Dunántúl;30;
1033;Ásotthalom;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;19;
0944;Gomba;Monori;Pest;Pest;Közép-Magyarország;32;
2383;Zalaháshágy;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;36;
2398;Nagyoroszi;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;19;
2329;Kapospula;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;37;
3206;Kávás;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;35;
3210;Inárcs;Dabasi;Pest;Pest;Közép-Magyarország;39;
3215;Bogád;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;34;
2357;Jászfelsőszentgyörgy;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;34;
2359;Zalaszegvár;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;30;
3224;Árpás;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;50;
3226;Kilimán;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;23;
3227;Devecser;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;26;
0683;Kishajmás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;22;
0687;Visz;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;9;
0689;Kópháza;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;42;
0690;Tengelic;Paksi;Tolna;Dél-Dunántúl;Dunántúl;37;
0696;Katádfa;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;18;
0285;Geresdlak;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;27;
0337;Tiszapüspöki;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;30;
0397;Baksa;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;34;
0446;Szakály;Tamási;Tolna;Dél-Dunántúl;Dunántúl;35;
0312;Szentkozmadombja;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;49;
0394;Raposka;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;38;
0417;Tárnokréti;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;57;
0496;Tormafölde;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;31;
1490;Sármellék;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;30;
1489;Tomor;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;24;
0326;Badacsonytördemic;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;57;
0329;Molnaszecsőd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;37;
0339;Piricse;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;25;
0345;Boldog;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;29;
0349;Vereb;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;34;
0352;Baja;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;41;
0275;Vértesacsa;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;34;
3054;Csabdi;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;41;
3062;Tiszakécske;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;34;
3064;Csenger;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;35;
3072;Taksony;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;39;
3074;Sitke;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;40;
3085;Mezőcsokonya;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;37;
3088;Répcelak;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;34;
0806;Gellénháza;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;37;
0809;Imrehegy;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;21;
0810;Sárhida;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;35;
0812;Sajóörös;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;37;
0814;Szászfa;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;18;
0818;Vése;Marcali;Somogy;Dél-Dunántúl;Dunántúl;31;
0819;Bordány;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;25;
0821;Alsótelekes;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;15;
0525;Kuncsorba;Törökszentmiklósi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;33;
0556;Lovas;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;68;
0526;Karád;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;29;
0527;Kánya;Tabi;Somogy;Dél-Dunántúl;Dunántúl;25;
0638;Tolmács;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;29;
0639;Bozzai;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;34;
0640;Jákfa;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;31;
0551;Siklós;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;35;
0618;Nyíradony;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;27;
0529;Pilisszántó;Pilisvörösvári;Pest;Pest;Közép-Magyarország;40;
3219;Újudvar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;32;
3230;Nógrádkövesd;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;24;
3233;Baté;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;31;
3236;Nagylók;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;40;
3237;Diósviszló;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;38;
3238;Nyírmártonfalva;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;27;
0477;Szakoly;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;31;
0481;Zsáka;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;31;
0485;Somogyudvarhely;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;33;
0489;Bikal;Komlói;Baranya;Dél-Dunántúl;Dunántúl;27;
0490;Pócsmegyer;Szentendrei;Pest;Pest;Közép-Magyarország;44;
0491;Trizs;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;19;
0493;Taszár;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;33;
0300;Szombathely;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;37;
1894;Boldogkőújfalu;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;16;
2983;Nógrádmarcal;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;18;
0624;Pinkamindszent;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;37;
0210;Maróc;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;23;
0260;Zalaszentiván;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;34;
0309;Borgáta;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;48;
0201;Ráckeresztúr;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;39;
0202;Martonyi;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;18;
0208;Mánd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;24;
0216;Komádi;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;28;
0229;Tiszabábolna;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;32;
0949;Szirmabesenyő;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;29;
0953;Dunaszentgyörgy;Paksi;Tolna;Dél-Dunántúl;Dunántúl;33;
0954;Kisvaszar;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;22;
1863;Hács;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;30;
1864;Göncruszka;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
1866;Ózdfalu;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;28;
1869;Bázakerettye;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;20;
1870;Erdősmecske;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;26;
1875;Hajós;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;37;
1876;Zalaköveskút;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;92;
1879;Darnó;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;20;
1881;Noszvaj;Egri;Heves;Észak-Magyarország;Alföld és Észak;32;
1882;Alsórajk;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;30;
1883;Kisdombegyház;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;32;
1886;Lúzsok;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;16;
2037;Almáskeresztúr;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;33;
2039;Vasasszonyfa;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;35;
2045;Csanádapáca;Orosházi;Békés;Dél-Alföld;Alföld és Észak;39;
2051;Sárazsadány;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;28;
2055;Királyegyháza;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;26;
2056;Újireg;Tamási;Tolna;Dél-Dunántúl;Dunántúl;42;
2057;Tés;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;30;
2058;Nagykapornak;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;28;
1675;Szalonna;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;22;
3096;Gyékényes;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;29;
0286;Oszlár;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;31;
3340;Kishartyán;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;24;
3432;Pálosvörösmart;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;38;
3433;Csörög;Váci;Pest;Pest;Közép-Magyarország;30;
0445;Nagylengyel;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;47;
0892;Adony;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;33;
1409;Tiszaug;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;28;
3130;Adorjánháza;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;34;
3069;Kartal;Aszódi;Pest;Pest;Közép-Magyarország;33;
3070;Vaskeresztes;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;33;
3178;Győrújfalu;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;46;
3071;Jászalsószentgyörgy;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;32;
3165;Albertirsa;Ceglédi;Pest;Pest;Közép-Magyarország;27;
3166;Mezőtárkány;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;22;
3189;Kunszállás;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;30;
1352;Szúcs;Egri;Heves;Észak-Magyarország;Alföld és Észak;19;
1329;Galgagyörk;Váci;Pest;Pest;Közép-Magyarország;33;
1336;Botykapeterd;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;25;
1361;Drávagárdony;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;23;
