ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
3028;Gyönk;Tamási;Tolna;Dél-Dunántúl;Dunántúl;372;
3041;Bakonyoszlop;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;468;
3043;Görcsöny;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;349;
3226;Kilimán;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;409;
3236;Nagylók;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;443;
3274;Tésenfa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;420;
2088;Hosszúpereszteg;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;627;
2090;Mike;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;458;
2894;Győröcske;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;360;
3319;Doboz;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;474;
2543;Tabdi;Kiskőrösi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;558;
2593;Balotaszállás;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;503;
2008;Kemenesszentmárton;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;492;
3329;Hunya;Gyomaendrődi;Békés;Dél-Alföld;Alföld és Észak;687;
2770;Tékes;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;451;
2776;Kisszékely;Tamási;Tolna;Dél-Dunántúl;Dunántúl;712;
2781;Homokbödöge;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;471;
1922;Ricse;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;357;
2107;Dunaszeg;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;344;
2108;Vizsoly;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;413;
2111;Jászladány;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;428;
2112;Szentkirály;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;473;
2042;Szelevény;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;577;
2420;Sobor;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;585;
0478;Mosonmagyaróvár;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;451;
0676;Nagyszékely;Tamási;Tolna;Dél-Dunántúl;Dunántúl;591;
0713;Cserszegtomaj;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;405;
0720;Újvárfalva;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;547;
0732;Debercsény;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;722;
1182;Porrog;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;722;
0801;Felsőjánosfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;553;
0807;Szendrő;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;342;
0841;Kastélyosdombó;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;415;
0880;Siklósnagyfalu;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;307;
0513;Birján;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;389;
0645;Gamás;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;533;
0834;Okorvölgy;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;481;
0838;Nógrádsáp;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;417;
1213;Nógrádmegyer;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;362;
1420;Rákóczifalva;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;420;
1989;Hernyék;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1066;
1291;Vonyarcvashegy;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;469;
1292;Csaholc;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;248;
2298;Sótony;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;416;
2316;Bükkösd;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;427;
2348;Pásztori;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;311;
2359;Zalaszegvár;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;485;
2373;Bodroghalom;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;435;
2392;Bakonyszentiván;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;470;
0949;Szirmabesenyő;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;410;
1846;Berekböszörmény;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;432;
1872;Kupa;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;513;
3106;Szava;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;397;
0262;Martfű;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;494;
0450;Szendehely;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;398;
1388;Tiszakeszi;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;409;
2808;Gyöngyöstarján;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;424;
2809;Ipolydamásd;Szobi;Pest;Pest;Közép-Magyarország;531;
2825;Mogyorósbánya;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;381;
2858;Áta;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;526;
2864;Úri;Nagykátai;Pest;Pest;Közép-Magyarország;370;
0271;Tótvázsony;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;351;
2304;Szécsénke;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;667;
2450;Nemesbőd;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;414;
2473;Pányok;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;804;
2508;Mezőszemere;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;614;
2515;Bánhorváti;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;457;
2536;Dunabogdány;Szentendrei;Pest;Pest;Közép-Magyarország;401;
2559;Sümeg;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;441;
2573;Mártély;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;444;
2622;Gadány;Marcali;Somogy;Dél-Dunántúl;Dunántúl;444;
1114;Kisrákos;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;630;
1298;Vilyvitány;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;713;
2262;Ónod;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;348;
2452;Tök;Budakeszi;Pest;Pest;Közép-Magyarország;377;
2461;Tapsony;Marcali;Somogy;Dél-Dunántúl;Dunántúl;664;
2644;Maglóca;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;380;
2610;Csegöld;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;406;
1040;Németbánya;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;733;
1227;Nyírmada;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;326;
1229;Zsennye;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;667;
1236;Pálháza;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;420;
1614;Külsővat;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;270;
0743;Parád;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;538;
0580;Gávavencsellő;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;464;
1869;Bázakerettye;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;509;
2061;Búcsúszentlászló;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;400;
2250;Erdőhorváti;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;535;
2901;Pusztaszabolcs;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;387;
2902;Kunfehértó;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;450;
2904;Mátraszentimre;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;672;
0242;Hegyesd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;579;
0822;Hegyhátszentpéter;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;645;
1050;Bodrog;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;567;
1072;Edelény;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;383;
1077;Tiszabő;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;219;
1080;Nyírparasznya;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;370;
1125;Fertőboz;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;387;
1136;Szakony;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;521;
3065;Kőszárhegy;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;373;
3066;Borsodbóta;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;420;
3071;Jászalsószentgyörgy;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;501;
3185;Ramocsaháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;390;
0416;Bödeháza;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1500;
1023;Egyházashetye;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;581;
1087;Doba;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;648;
1105;Baglad;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1952;
1110;Szőlősgyörök;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;412;
0784;Jánkmajtis;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;379;
0979;Nézsa;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;397;
2702;Kisharsány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;453;
3382;Neszmély;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;407;
2912;Várong;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;897;
2975;Magyaregregy;Komlói;Baranya;Dél-Dunántúl;Dunántúl;467;
3395;Bőny;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;370;
3398;Muraszemenye;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;550;
2425;Mikóháza;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;456;
2442;Pere;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;506;
2041;Újléta;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;374;
2084;Lácacséke;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;478;
1745;Kokad;Derecskei;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;447;
1756;Nemesvid;Marcali;Somogy;Dél-Dunántúl;Dunántúl;498;
1765;Egyházasdengeleg;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;547;
1776;Zsombó;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;427;
1796;Gyalóka;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;583;
1830;Tokaj;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;438;
1832;Vásárosnamény;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;413;
2632;Nyugotszenterzsébet;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;389;
2642;Vép;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;366;
2800;Öcsöd;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;542;
1280;Hajdúdorog;Hajdúböszörményi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;426;
1665;Vászoly;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;461;
1861;Dunakeszi;Dunakeszi;Pest;Pest;Közép-Magyarország;405;
0473;Bak;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;371;
0861;Szentliszló;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;562;
1237;Pamlény;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;833;
1436;Bosta;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;423;
3214;Vindornyafok;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;632;
2806;Nyírtass;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;427;
1486;Látrány;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;419;
1495;Sukoró;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;334;
1498;Pecöl;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;408;
1730;Tápiógyörgye;Nagykátai;Pest;Pest;Közép-Magyarország;446;
1768;Ágasegyháza;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;459;
1783;Fazekasboda;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;527;
0584;Harsány;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;420;
0780;Isaszeg;Gödöllői;Pest;Pest;Közép-Magyarország;341;
3132;Szabadkígyós;Békéscsabai;Békés;Dél-Alföld;Alföld és Észak;465;
0371;Tiszadorogma;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;777;
0748;Győrújbarát;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;341;
0455;Litér;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;343;
2271;Kemestaródfa;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;540;
2768;Kosd;Váci;Pest;Pest;Közép-Magyarország;389;
0496;Tormafölde;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;619;
0501;Vének;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;433;
0694;Szokolya;Szobi;Pest;Pest;Közép-Magyarország;376;
0887;Apátistvánfalva;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;450;
0957;Kerkaszentkirály;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;599;
2203;Zsámbok;Gödöllői;Pest;Pest;Közép-Magyarország;416;
2206;Bakonypéterd;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;442;
2221;Szőke;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;432;
2269;Veszprémvarsány;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;418;
2277;Tiszabura;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;293;
2472;Rábapordány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;445;
2476;Ugod;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;461;
2488;Hernádpetri;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;482;
0244;Szatta;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;742;
0433;Mátraszőlős;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;458;
0436;Bogyoszló;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;508;
0627;Zajta;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;419;
0634;Aldebrő;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;487;
2477;Padár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;721;
2480;Söpte;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;399;
2486;Batyk;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;549;
0230;Kaba;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;437;
3111;Pölöskefő;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;462;
0797;Ispánk;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;637;
1056;Bezi;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;406;
1241;Fertőrákos;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;389;
1434;Pilisvörösvár;Pilisvörösvári;Pest;Pest;Közép-Magyarország;348;
1439;Bakháza;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;563;
1443;Répceszemere;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;485;
1630;Szamoskér;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;467;
1361;Drávagárdony;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;394;
2870;Szabadbattyán;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;373;
3061;Csarnóta;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;394;
3170;Sándorfalva;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;405;
3172;Felsőkelecsény;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;434;
0588;Palotás;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;417;
0684;Sóskút;Érdi;Pest;Pest;Közép-Magyarország;354;
0685;Törökbálint;Érdi;Pest;Pest;Közép-Magyarország;347;
2789;Bükkaranyos;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;369;
2987;Torony;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;355;
0336;Szilsárkány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;437;
1094;Nagykozár;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;338;
1098;Szulok;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;463;
1084;Nick;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;454;
1278;Berettyóújfalu;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;452;
2048;Alsóberecki;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;400;
3254;Nemesnádudvar;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;436;
3257;Papos;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;390;
0329;Molnaszecsőd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;439;
0901;Monaj;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;395;
1103;Tolnanémedi;Tamási;Tolna;Dél-Dunántúl;Dunántúl;518;
1286;Pereked;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;521;
3040;Lőrinci;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;420;
3215;Bogád;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;385;
3228;Csengele;Kisteleki;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;527;
2945;Halastó;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;941;
2952;Molvány;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;462;
0604;Kunbaja;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;523;
0796;Murarátka;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;614;
0986;Pölöske;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;424;
0995;Kövegy;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;682;
1186;Érsekcsanád;Bajai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;377;
2219;Poroszló;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;483;
2242;Tormás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;549;
2884;Pátka;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;392;
2890;Bátaapáti;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;382;
0619;Barbacs;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;391;
0812;Sajóörös;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;385;
1000;Nagydém;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;470;
2801;Iszkáz;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;560;
0727;Püspökmolnári;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;452;
1112;Olcsva;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;384;
1934;Kétvölgy;Szentgotthárdi;Vas;Nyugat-Dunántúl;Dunántúl;805;
0606;Újpetre;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;394;
0623;Vadosfa;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;414;
1179;Szank;Kiskunmajsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;524;
3431;Remeteszőlős;Budakeszi;Pest;Pest;Közép-Magyarország;345;
1329;Galgagyörk;Váci;Pest;Pest;Közép-Magyarország;351;
0927;Varászló;Marcali;Somogy;Dél-Dunántúl;Dunántúl;726;
0966;Babarcszőlős;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;753;
1814;Kötcse;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;519;
1850;Marcali;Marcali;Somogy;Dél-Dunántúl;Dunántúl;470;
1009;Örvényes;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;557;
1030;Vasboldogasszony;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;374;
1062;Bükkszenterzsébet;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;457;
1100;Jászkarajenő;Ceglédi;Pest;Pest;Közép-Magyarország;548;
1108;Cún;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;527;
1124;Pócspetri;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;405;
1138;Ikervár;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;386;
1156;Alsónyék;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;438;
1165;Bögöt;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;415;
1168;Diósberény;Tamási;Tolna;Dél-Dunántúl;Dunántúl;642;
0303;Döröske;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;647;
0309;Borgáta;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;568;
0498;Megyer;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;556;
0499;Garbolc;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;532;
1577;Barnag;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;622;
1653;Fűzvölgy;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;468;
1656;Görbeháza;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;450;
1673;Tarany;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;418;
1248;Újcsanálos;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;414;
1274;Ganna;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;597;
1314;Jéke;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;370;
1698;Szellő;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;562;
1898;Fadd;Tolnai;Tolna;Dél-Dunántúl;Dunántúl;404;
0859;Tab;Tabi;Somogy;Dél-Dunántúl;Dunántúl;456;
1045;Dunasziget;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;356;
2395;Mohács;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;500;
2397;Büttös;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;714;
2400;Nyirád;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;421;
2754;Tiszaszentmárton;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;375;
1670;Écs;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;358;
1858;Túrony;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;390;
2598;Vassurány;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;360;
2602;Nagybánhegyes;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;716;
0306;Zádorfalva;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;387;
0504;Nyírderzs;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;429;
1266;Kaposkeresztúr;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;420;
1463;Fonyód;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;551;
1847;Csévharaszt;Monori;Pest;Pest;Közép-Magyarország;356;
1002;Hövej;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;484;
1007;Istenmezeje;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;494;
1523;Egyházasfalu;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;421;
1702;Bajánsenye;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;510;
1706;Keresztéte;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1077;
1820;Jászberény;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;469;
1827;Csép;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;494;
1881;Noszvaj;Egri;Heves;Észak-Magyarország;Alföld és Észak;357;
1893;Tarján;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;400;
1915;Homokszentgyörgy;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;502;
1928;Cikó;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;417;
0734;Papkeszi;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;383;
0749;Tószeg;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;420;
2787;Abony;Ceglédi;Pest;Pest;Közép-Magyarország;424;
2791;Mohora;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;405;
2793;Himesháza;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;433;
2807;Kerecsend;Egri;Heves;Észak-Magyarország;Alföld és Észak;344;
2133;Istvándi;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;382;
1333;Gyöngyösoroszi;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;371;
1336;Botykapeterd;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;396;
1359;Bükkábrány;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;431;
0930;Szemely;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;412;
0980;Szentkatalin;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;793;
